phylum	species	file	link
arthropoda	MLEI1	trinity.fasta	http://gofile.me/5wDJy/M5UMySag8
arthropoda	BATR1	trinity.fasta	http://gofile.me/5wDJy/4fdTci4e1
arthropoda	SRUB1	trinity.fasta	http://gofile.me/5wDJy/ufmeWGDwp
arthropoda	FDEP1	trinity.fasta	http://gofile.me/5wDJy/JkTOySRG2
arthropoda	EULI1	trinity.fasta	http://gofile.me/5wDJy/tsAwSv1DN
arthropoda	AGIR1	trinity.fasta	http://gofile.me/5wDJy/YgptXkJdc
arthropoda	NMOL1	trinity.fasta	http://gofile.me/5wDJy/9pn9TZ70e
arthropoda	CGEL1	trinity.fasta	http://gofile.me/5wDJy/wb7NGzRDP
arthropoda	SMAG1	trinity.fasta	http://gofile.me/5wDJy/RwTN2LSst
arthropoda	DGAL1	trinity.fasta	http://gofile.me/5wDJy/Ocwt0jiUW
arthropoda	PEUR1	trinity.fasta	http://gofile.me/5wDJy/C2Ea7x2Vo
arthropoda	GMAR2	trinity.fasta	http://gofile.me/5wDJy/CbM4yKaSB
arthropoda	AORN1	trinity.fasta	http://gofile.me/5wDJy/LGRxqZueG
arthropoda	PURU1	trinity.fasta	http://gofile.me/5wDJy/2xZ1MwQm0
arthropoda	TSUB1	trinity.fasta	http://gofile.me/5wDJy/ut08xmVEV
arthropoda	EOCY1	trinity.fasta	http://gofile.me/5wDJy/vbCJUuWTz
arthropoda	BAET1	trinity.fasta	http://gofile.me/5wDJy/bQUCJfItg
arthropoda	HYDR1	trinity.fasta	http://gofile.me/5wDJy/IUVCUZaSt
arthropoda	PASU1	trinity.fasta	http://gofile.me/5wDJy/FmEdHMZgQ
arthropoda	SDON1	trinity.fasta	http://gofile.me/5wDJy/J7EnBYztl
hemichordata	PTFL1	trinity.fasta	http://gofile.me/5wDJy/27bCzMtKN
hemichordata	CEPH1	trinity.fasta	http://gofile.me/5wDJy/q0tpn1ZMl
hemichordata	RANN1	trinity.fasta	http://gofile.me/5wDJy/i88ikEM0S
nematoda	DIMA1	trinity.fasta	http://gofile.me/5wDJy/vChXoJYs5
nematoda	LETE1	trinity.fasta	http://gofile.me/5wDJy/1PlVKaTzp
nematoda	TACE1	trinity.fasta	http://gofile.me/5wDJy/Em4xGT1Gr
nematoda	EUCH1	trinity.fasta	http://gofile.me/5wDJy/sYlAI1vYG
nematoda	PVUL1	trinity.fasta	http://gofile.me/5wDJy/lxg0RH74F
nematoda	ANGR1	trinity.fasta	http://gofile.me/5wDJy/QNIEfGYCh
nematoda	GAMM1	trinity.fasta	http://gofile.me/5wDJy/rVxYPf3ic
nematoda	EBRE1	trinity.fasta	http://gofile.me/5wDJy/tGkhvQGaW
nematoda	PPUN2	trinity.fasta	http://gofile.me/5wDJy/gNuHXYSVt
nematoda	HADO1	trinity.fasta	http://gofile.me/5wDJy/NhVVAKqS5
nematoda	DORY1	trinity.fasta	http://gofile.me/5wDJy/MoiyiOqL1
nematoda	SPSP1	trinity.fasta	http://gofile.me/5wDJy/53fRtxgFJ
nematoda	TOBR1	trinity.fasta	http://gofile.me/5wDJy/2wDP6YAwD
nematoda	HMEP2	trinity.fasta	http://gofile.me/5wDJy/F3d4kpWFt
nematoda	ALDO1	trinity.fasta	http://gofile.me/5wDJy/wzKF43wlR
nematoda	HHER1	trinity.fasta	http://gofile.me/5wDJy/2C9yBnqOt
nematoda	LINH1	trinity.fasta	http://gofile.me/5wDJy/ySnZ0jqpJ
xenoturbellida	XPRO1	trinity.fasta	http://gofile.me/5wDJy/CXpcYwwL4
entoprocta	LOKK1	trinity.fasta	http://gofile.me/5wDJy/JMg2whxrj
entoprocta	BAGR2	trinity.fasta	http://gofile.me/5wDJy/mNumofxCo
entoprocta	PCER1	trinity.fasta	http://gofile.me/5wDJy/t16NgEEXP
entoprocta	LNOR1	trinity.fasta	http://gofile.me/5wDJy/hRLO62rBE
outgroup	NDEL1	trinity.fasta	http://gofile.me/5wDJy/fKmQPRpJp
outgroup	SDES1	trinity.fasta	http://gofile.me/5wDJy/qtU2chmGl
placozoa	HHON1	trinity.fasta	http://gofile.me/5wDJy/igdE8zRbx
kinorhyncha	CSTY1	trinity.fasta	http://gofile.me/5wDJy/PIr7Gvfxv
kinorhyncha	FKAL1	trinity.fasta	http://gofile.me/5wDJy/wG7U5ktR7
kinorhyncha	PQUA1	trinity.fasta	http://gofile.me/5wDJy/dIz8ItnkJ
kinorhyncha	APAU1	trinity.fasta	http://gofile.me/5wDJy/2XP7r0kCY
kinorhyncha	CYUS1	trinity.fasta	http://gofile.me/5wDJy/fzBY2JVxy
kinorhyncha	SARM1	trinity.fasta	http://gofile.me/5wDJy/F0qEmOImA
kinorhyncha	CVAN1	trinity.fasta	http://gofile.me/5wDJy/6ggrMlpd8
kinorhyncha	PGIG1	trinity.fasta	http://gofile.me/5wDJy/6X3YO4qdC
kinorhyncha	PILY1	trinity.fasta	http://gofile.me/5wDJy/ZIF5WQKLv
kinorhyncha	TSEM1	trinity.fasta	http://gofile.me/5wDJy/TIAewhX0E
kinorhyncha	CSPI1	trinity.fasta	http://gofile.me/5wDJy/64VxwnCim
kinorhyncha	EOHT1	trinity.fasta	http://gofile.me/5wDJy/HxBgXlJbS
kinorhyncha	ZBRI1	trinity.fasta	http://gofile.me/5wDJy/3nFkBqxYa
kinorhyncha	ZYON1	trinity.fasta	http://gofile.me/5wDJy/3E08iDFEX
priapulida	HSPI1	trinity.fasta	http://gofile.me/5wDJy/ZQgmE6E2a
cycliophora	SPAN1	embeddings.h5	http://gofile.me/5wDJy/vui2MVnmc
cycliophora	SPAN1	file.csv	http://gofile.me/5wDJy/YYXn3lv0u
cycliophora	SPAN1	topgo.txt	http://gofile.me/5wDJy/HPmJXdIrU
acoela	IPUL1	file.csv	http://gofile.me/5wDJy/F77hgkjUz
acoela	IPUL1	embeddings.h5	http://gofile.me/5wDJy/ZZu104uAN
acoela	IPUL1	topgo.txt	http://gofile.me/5wDJy/OkhYA9zKI
acoela	DLON1	embeddings.h5	http://gofile.me/5wDJy/NVESQGMzS
acoela	DLON1	file.csv	http://gofile.me/5wDJy/2nP8nulQH
acoela	DLON1	topgo.txt	http://gofile.me/5wDJy/jIZFUg2aH
acoela	PRUB1	file.csv	http://gofile.me/5wDJy/G0wqEoZs2
acoela	PRUB1	embeddings.h5	http://gofile.me/5wDJy/lEr6uWosa
acoela	PRUB1	topgo.txt	http://gofile.me/5wDJy/HjSADmvAs
acoela	CNAI1	embeddings.h5	http://gofile.me/5wDJy/Ybw4QrEkN
acoela	CNAI1	file.csv	http://gofile.me/5wDJy/OfYfuyeRv
acoela	CNAI1	topgo.txt	http://gofile.me/5wDJy/g57aVSGHM
acoela	SYRO2	embeddings.h5	http://gofile.me/5wDJy/CR1rAY8ux
acoela	SYRO2	file.csv	http://gofile.me/5wDJy/HxpX8OMj6
acoela	SYRO2	topgo.txt	http://gofile.me/5wDJy/zLhYnUg0P
acoela	NFUS1	file.csv	http://gofile.me/5wDJy/kmhSGe9ji
acoela	NFUS1	embeddings.h5	http://gofile.me/5wDJy/TU0i731Fq
acoela	NFUS1	topgo.txt	http://gofile.me/5wDJy/HUl9S2fQ1
acoela	HMIA1	embeddings.h5	http://gofile.me/5wDJy/L2dRgNBxD
acoela	HMIA1	file.csv	http://gofile.me/5wDJy/cQgtgqMBu
acoela	HMIA1	topgo.txt	http://gofile.me/5wDJy/E91vXk5j2
acoela	CSUB1	embeddings.h5	http://gofile.me/5wDJy/TiBhVoY5i
acoela	CSUB1	file.csv	http://gofile.me/5wDJy/B4yRhOULs
acoela	CSUB1	topgo.txt	http://gofile.me/5wDJy/FVQhl41wu
mollusca	MLEO1	embeddings.h5	http://gofile.me/5wDJy/W8X8f3sIB
mollusca	MLEO1	file.csv	http://gofile.me/5wDJy/YB0rmrhjZ
mollusca	MLEO1	topgo.txt	http://gofile.me/5wDJy/3kbOMQoMu
mollusca	OFLO1	embeddings.h5	http://gofile.me/5wDJy/KQ961FC9V
mollusca	OFLO1	file.csv	http://gofile.me/5wDJy/DliYahWTO
mollusca	OFLO1	topgo.txt	http://gofile.me/5wDJy/OAG4XU4Ih
mollusca	WPEL1	embeddings.h5	http://gofile.me/5wDJy/r3hOI3wTi
mollusca	WPEL1	file.csv	http://gofile.me/5wDJy/w72MeMU4m
mollusca	WPEL1	topgo.txt	http://gofile.me/5wDJy/xNGSN9Oud
mollusca	AHEL1	embeddings.h5	http://gofile.me/5wDJy/uet4xrgWW
mollusca	AHEL1	file.csv	http://gofile.me/5wDJy/2EHK3wIOh
mollusca	AHEL1	topgo.txt	http://gofile.me/5wDJy/uW8K9JfDI
mollusca	PKIN1	embeddings.h5	http://gofile.me/5wDJy/7jaN6t2g5
mollusca	PKIN1	file.csv	http://gofile.me/5wDJy/H78ao7PaA
mollusca	PKIN1	topgo.txt	http://gofile.me/5wDJy/cjRJCCWTF
mollusca	OHAN1	file.csv	http://gofile.me/5wDJy/YGhBfzeRz
mollusca	OHAN1	embeddings.h5	http://gofile.me/5wDJy/aerIQepJL
mollusca	OHAN1	topgo.txt	http://gofile.me/5wDJy/aSILSz48U
mollusca	RCAR1	embeddings.h5	http://gofile.me/5wDJy/SlCIPHpNl
mollusca	RCAR1	file.csv	http://gofile.me/5wDJy/Jqcpzp6Sg
mollusca	RCAR1	topgo.txt	http://gofile.me/5wDJy/IvgVzJfeU
mollusca	LNYA2	embeddings.h5	http://gofile.me/5wDJy/XADq8MsIj
mollusca	LNYA2	file.csv	http://gofile.me/5wDJy/6449AqdWl
mollusca	LNYA2	topgo.txt	http://gofile.me/5wDJy/3PDDhFIIS
mollusca	PULY1	embeddings.h5	http://gofile.me/5wDJy/wp26aL8Jx
mollusca	PULY1	file.csv	http://gofile.me/5wDJy/PQETG1M74
mollusca	PULY1	topgo.txt	http://gofile.me/5wDJy/qEoZqGxcy
mollusca	FSAG1	embeddings.h5	http://gofile.me/5wDJy/kxoSkWh63
mollusca	FSAG1	file.csv	http://gofile.me/5wDJy/0HUjXiHgl
mollusca	FSAG1	topgo.txt	http://gofile.me/5wDJy/GJCqHLlhP
mollusca	OHUP1	file.csv	http://gofile.me/5wDJy/CcUSaRWVx
mollusca	OHUP1	embeddings.h5	http://gofile.me/5wDJy/CAmzTaHh6
mollusca	OHUP1	topgo.txt	http://gofile.me/5wDJy/b6qxgs5pW
mollusca	TLIM1	embeddings.h5	http://gofile.me/5wDJy/9sNyHEjhq
mollusca	TLIM1	file.csv	http://gofile.me/5wDJy/0j7rPBOtA
mollusca	TLIM1	topgo.txt	http://gofile.me/5wDJy/HJgyEm3ei
mollusca	NALB1	file.csv	http://gofile.me/5wDJy/JFPbkgLMV
mollusca	NALB1	embeddings.h5	http://gofile.me/5wDJy/0rY2qVefA
mollusca	NALB1	topgo.txt	http://gofile.me/5wDJy/DR7xnnzjS
mollusca	COLI1	embeddings.h5	http://gofile.me/5wDJy/LXa8IpGx7
mollusca	COLI1	file.csv	http://gofile.me/5wDJy/GLX14Wmc9
mollusca	COLI1	topgo.txt	http://gofile.me/5wDJy/fs2ch96cp
mollusca	PLCA1	file.csv	http://gofile.me/5wDJy/yF6NZci8W
mollusca	PLCA1	embeddings.h5	http://gofile.me/5wDJy/fbpuhRppg
mollusca	PLCA1	topgo.txt	http://gofile.me/5wDJy/LmoLT4SSZ
mollusca	CASP1	embeddings.h5	http://gofile.me/5wDJy/hB0otaKH7
mollusca	CASP1	file.csv	http://gofile.me/5wDJy/qnegBISNi
mollusca	CASP1	topgo.txt	http://gofile.me/5wDJy/xJkZzYOd5
mollusca	OEDU1	embeddings.h5	http://gofile.me/5wDJy/byYUBS7Nm
mollusca	OEDU1	file.csv	http://gofile.me/5wDJy/oXdNN4fEU
mollusca	OEDU1	topgo.txt	http://gofile.me/5wDJy/JZ51kVX4Y
mollusca	PIAN1	file.csv	http://gofile.me/5wDJy/OqCpVfFT7
mollusca	PIAN1	embeddings.h5	http://gofile.me/5wDJy/Yh6oVFEAx
mollusca	PIAN1	topgo.txt	http://gofile.me/5wDJy/QC2xNTQ6r
mollusca	CLAR1	embeddings.h5	http://gofile.me/5wDJy/IcJhc65rw
mollusca	CLAR1	file.csv	http://gofile.me/5wDJy/XmKmGnr8z
mollusca	CLAR1	topgo.txt	http://gofile.me/5wDJy/UOOVQR0P9
mollusca	MOUR1	file.csv	http://gofile.me/5wDJy/Iykycn8jQ
mollusca	MOUR1	embeddings.h5	http://gofile.me/5wDJy/PniCwIxMS
mollusca	MOUR1	topgo.txt	http://gofile.me/5wDJy/Q6q4VZLqm
mollusca	VINF1	embeddings.h5	http://gofile.me/5wDJy/jFO5axn1J
mollusca	VINF1	file.csv	http://gofile.me/5wDJy/2E7mf4b73
mollusca	VINF1	topgo.txt	http://gofile.me/5wDJy/rNddoeayp
mollusca	CLRE1	embeddings.h5	http://gofile.me/5wDJy/F3BugoMr8
mollusca	CLRE1	file.csv	http://gofile.me/5wDJy/ZEtbcnd9Q
mollusca	CLRE1	topgo.txt	http://gofile.me/5wDJy/DHPYjDv1e
mollusca	CARY1	file.csv	http://gofile.me/5wDJy/0Hp97NfNc
mollusca	CARY1	embeddings.h5	http://gofile.me/5wDJy/ZQr8Bjxfm
mollusca	CARY1	topgo.txt	http://gofile.me/5wDJy/fO4Dzl5yT
mollusca	ERUF1	embeddings.h5	http://gofile.me/5wDJy/OeJprIVol
mollusca	ERUF1	file.csv	http://gofile.me/5wDJy/Mq30Xy1ME
mollusca	ERUF1	topgo.txt	http://gofile.me/5wDJy/LxzfGltAi
mollusca	OBIM1	file.csv	http://gofile.me/5wDJy/U6uesSOkZ
mollusca	OBIM1	embeddings.h5	http://gofile.me/5wDJy/cZOZL993L
mollusca	OBIM1	topgo.txt	http://gofile.me/5wDJy/6v6yGPB4h
mollusca	PBUC1	embeddings.h5	http://gofile.me/5wDJy/ZEoORRiEt
mollusca	PBUC1	file.csv	http://gofile.me/5wDJy/05U474OhF
mollusca	PBUC1	topgo.txt	http://gofile.me/5wDJy/hSYpSUVif
mollusca	MSWE1	file.csv	http://gofile.me/5wDJy/uwCwQz6dZ
mollusca	MSWE1	embeddings.h5	http://gofile.me/5wDJy/sZaupN1h7
mollusca	MSWE1	topgo.txt	http://gofile.me/5wDJy/g6iLrIz8v
mollusca	HLUC1	embeddings.h5	http://gofile.me/5wDJy/wTfhYyz6O
mollusca	HLUC1	file.csv	http://gofile.me/5wDJy/NS5StYqr3
mollusca	HLUC1	topgo.txt	http://gofile.me/5wDJy/jhlIoLTpt
mollusca	CALI1	embeddings.h5	http://gofile.me/5wDJy/F4S1pAQvm
mollusca	CALI1	file.csv	http://gofile.me/5wDJy/zWpEdDGI8
mollusca	CALI1	topgo.txt	http://gofile.me/5wDJy/S4UTykzHV
mollusca	DRET1	file.csv	http://gofile.me/5wDJy/ZVu3ywiuT
mollusca	DRET1	embeddings.h5	http://gofile.me/5wDJy/tJfnKrKT8
mollusca	DRET1	topgo.txt	http://gofile.me/5wDJy/sNS47L28s
mollusca	TNIG1	embeddings.h5	http://gofile.me/5wDJy/aGF7QyXR9
mollusca	TNIG1	file.csv	http://gofile.me/5wDJy/oa8R0aFvQ
mollusca	TNIG1	topgo.txt	http://gofile.me/5wDJy/AJ199Zp8x
mollusca	PMAX1	file.csv	http://gofile.me/5wDJy/q6c5PWULq
mollusca	PMAX1	embeddings.h5	http://gofile.me/5wDJy/EO2Cct6sh
mollusca	PMAX1	topgo.txt	http://gofile.me/5wDJy/YlKyd6Nj8
mollusca	MMAR2	file.csv	http://gofile.me/5wDJy/swhoeG9dM
mollusca	MMAR2	embeddings.h5	http://gofile.me/5wDJy/LjHdNojn3
mollusca	MMAR2	topgo.txt	http://gofile.me/5wDJy/EYNozRmFK
mollusca	PCAN2	file.csv	http://gofile.me/5wDJy/Vu7JDfzwJ
mollusca	PCAN2	embeddings.h5	http://gofile.me/5wDJy/kNzX4vG3c
mollusca	PCAN2	topgo.txt	http://gofile.me/5wDJy/idNLuy5XO
mollusca	HANT1	file.csv	http://gofile.me/5wDJy/rvRmVGLSS
mollusca	HANT1	embeddings.h5	http://gofile.me/5wDJy/gYJG8osE7
mollusca	HANT1	topgo.txt	http://gofile.me/5wDJy/v1vJC7bLk
mollusca	CNIT1	embeddings.h5	http://gofile.me/5wDJy/FFPNcDtGK
mollusca	CNIT1	file.csv	http://gofile.me/5wDJy/eAbz6VyIE
mollusca	CNIT1	topgo.txt	http://gofile.me/5wDJy/rTNukI6V8
mollusca	NPUL1	embeddings.h5	http://gofile.me/5wDJy/iBHPekNtT
mollusca	NPUL1	file.csv	http://gofile.me/5wDJy/IJ0XbL1qx
mollusca	NPUL1	topgo.txt	http://gofile.me/5wDJy/tvXOq09SF
mollusca	CUNI3	file.csv	http://gofile.me/5wDJy/s8uYfjzn8
mollusca	CUNI3	embeddings.h5	http://gofile.me/5wDJy/BVvK3dCs4
mollusca	CUNI3	topgo.txt	http://gofile.me/5wDJy/sBaMfC50j
mollusca	MCOR2	file.csv	http://gofile.me/5wDJy/p9LL4QHj6
mollusca	MCOR2	embeddings.h5	http://gofile.me/5wDJy/55zszlmGC
mollusca	MCOR2	topgo.txt	http://gofile.me/5wDJy/upaSKErAI
mollusca	CGRA1	file.csv	http://gofile.me/5wDJy/yQ0CLjcDy
mollusca	CGRA1	embeddings.h5	http://gofile.me/5wDJy/BBNWbgPaS
mollusca	CGRA1	topgo.txt	http://gofile.me/5wDJy/tygYLL4Ss
mollusca	ODEL1	file.csv	http://gofile.me/5wDJy/mL7y8Hrnm
mollusca	ODEL1	embeddings.h5	http://gofile.me/5wDJy/6ECCr0uda
mollusca	ODEL1	topgo.txt	http://gofile.me/5wDJy/MROD97bVS
mollusca	TPIS1	file.csv	http://gofile.me/5wDJy/kzRhG7mcP
mollusca	TPIS1	embeddings.h5	http://gofile.me/5wDJy/FdrNpKg5S
mollusca	TPIS1	topgo.txt	http://gofile.me/5wDJy/wBbNGCg3Q
mollusca	CRVI2	file.csv	http://gofile.me/5wDJy/UrAesT8Wv
mollusca	CRVI2	embeddings.h5	http://gofile.me/5wDJy/ubzRe32SL
mollusca	CRVI2	topgo.txt	http://gofile.me/5wDJy/GeT6sKmdg
mollusca	COJA1	embeddings.h5	http://gofile.me/5wDJy/O0n1c6Am0
mollusca	COJA1	file.csv	http://gofile.me/5wDJy/rezdjYNZU
mollusca	COJA1	topgo.txt	http://gofile.me/5wDJy/rrqVHYCsH
mollusca	MFRU1	embeddings.h5	http://gofile.me/5wDJy/C8lXevaCs
mollusca	MFRU1	file.csv	http://gofile.me/5wDJy/agkz405GR
mollusca	MFRU1	topgo.txt	http://gofile.me/5wDJy/MgdoR4MwO
mollusca	SBRO1	file.csv	http://gofile.me/5wDJy/qSHduXwm7
mollusca	SBRO1	embeddings.h5	http://gofile.me/5wDJy/XWfStN0lm
mollusca	SBRO1	topgo.txt	http://gofile.me/5wDJy/1KAivnajc
mollusca	COCE1	file.csv	http://gofile.me/5wDJy/YZl9ncgzh
mollusca	COCE1	embeddings.h5	http://gofile.me/5wDJy/nFfZDk6ni
mollusca	COCE1	topgo.txt	http://gofile.me/5wDJy/shXNexNYa
mollusca	EBOO1	embeddings.h5	http://gofile.me/5wDJy/Y0SxBKksC
mollusca	EBOO1	file.csv	http://gofile.me/5wDJy/hkOIkS5dc
mollusca	EBOO1	topgo.txt	http://gofile.me/5wDJy/r1Y0Jc6m0
mollusca	KTUN1	embeddings.h5	http://gofile.me/5wDJy/uZvvYrEYB
mollusca	KTUN1	file.csv	http://gofile.me/5wDJy/Pid7nA22t
mollusca	KTUN1	topgo.txt	http://gofile.me/5wDJy/lmUJgiTUu
mollusca	AENT2	embeddings.h5	http://gofile.me/5wDJy/JiPeMyc7T
mollusca	AENT2	file.csv	http://gofile.me/5wDJy/XNfSnIf2g
mollusca	AENT2	topgo.txt	http://gofile.me/5wDJy/X90iLNM6S
mollusca	PQUE1	file.csv	http://gofile.me/5wDJy/11LehlNBp
mollusca	PQUE1	embeddings.h5	http://gofile.me/5wDJy/IUoCVfXOY
mollusca	PQUE1	topgo.txt	http://gofile.me/5wDJy/swlWwCdqY
mollusca	OVER1	file.csv	http://gofile.me/5wDJy/pFI8BRMwd
mollusca	OVER1	embeddings.h5	http://gofile.me/5wDJy/8prcjxCuN
mollusca	OVER1	topgo.txt	http://gofile.me/5wDJy/Dx6m8H4no
mollusca	PCOL1	file.csv	http://gofile.me/5wDJy/J4SRlvqmW
mollusca	PCOL1	embeddings.h5	http://gofile.me/5wDJy/s2eoudVI3
mollusca	PCOL1	topgo.txt	http://gofile.me/5wDJy/zdJKuqT54
mollusca	GEBO1	embeddings.h5	http://gofile.me/5wDJy/KTgFH1Ott
mollusca	GEBO1	file.csv	http://gofile.me/5wDJy/PbgjlEicr
mollusca	GEBO1	topgo.txt	http://gofile.me/5wDJy/IvVDt2eLG
mollusca	ADUX1	embeddings.h5	http://gofile.me/5wDJy/HwnnAlxP6
mollusca	ADUX1	file.csv	http://gofile.me/5wDJy/67jg8fmEZ
mollusca	ADUX1	topgo.txt	http://gofile.me/5wDJy/aNEu3JVvJ
mollusca	NTUM1	file.csv	http://gofile.me/5wDJy/utGW2h3z5
mollusca	NTUM1	embeddings.h5	http://gofile.me/5wDJy/YScv7Nk9j
mollusca	NTUM1	topgo.txt	http://gofile.me/5wDJy/NPOgqzlik
mollusca	AIMM1	embeddings.h5	http://gofile.me/5wDJy/2giqQUZxh
mollusca	AIMM1	file.csv	http://gofile.me/5wDJy/84itFvMxb
mollusca	AIMM1	topgo.txt	http://gofile.me/5wDJy/rjlcVne9M
mollusca	MARE1	embeddings.h5	http://gofile.me/5wDJy/BxbvwRF9a
mollusca	MARE1	file.csv	http://gofile.me/5wDJy/QHJmU4IH0
mollusca	MARE1	topgo.txt	http://gofile.me/5wDJy/tFRMrDHRl
mollusca	AENI1	embeddings.h5	http://gofile.me/5wDJy/KlXSH79b8
mollusca	AENI1	file.csv	http://gofile.me/5wDJy/GXiOLx9RI
mollusca	AENI1	topgo.txt	http://gofile.me/5wDJy/WFLlqc2eV
mollusca	SNOR1	file.csv	http://gofile.me/5wDJy/pvC7SugNq
mollusca	SNOR1	embeddings.h5	http://gofile.me/5wDJy/MAdG4eZrC
mollusca	SNOR1	topgo.txt	http://gofile.me/5wDJy/ppJ8bwDG1
mollusca	BMID1	embeddings.h5	http://gofile.me/5wDJy/t7Y11TUhH
mollusca	BMID1	file.csv	http://gofile.me/5wDJy/eM0rlI8Xx
mollusca	BMID1	topgo.txt	http://gofile.me/5wDJy/BVVz5DUZo
mollusca	BSIA1	embeddings.h5	http://gofile.me/5wDJy/r67u8CBI6
mollusca	BSIA1	file.csv	http://gofile.me/5wDJy/U0L6bNCFG
mollusca	BSIA1	topgo.txt	http://gofile.me/5wDJy/5MUpXbm3t
mollusca	EOPU1	embeddings.h5	http://gofile.me/5wDJy/wevOPUIk8
mollusca	EOPU1	file.csv	http://gofile.me/5wDJy/P4VGO1px7
mollusca	EOPU1	topgo.txt	http://gofile.me/5wDJy/nOxDyeSsN
mollusca	SGLO1	embeddings.h5	http://gofile.me/5wDJy/3ViiTvj4c
mollusca	SGLO1	file.csv	http://gofile.me/5wDJy/synK8L3sz
mollusca	SGLO1	topgo.txt	http://gofile.me/5wDJy/ONwGXbiHv
mollusca	BGLA2	file.csv	http://gofile.me/5wDJy/j3TzHEOD8
mollusca	BGLA2	embeddings.h5	http://gofile.me/5wDJy/TtEWPADX7
mollusca	BGLA2	topgo.txt	http://gofile.me/5wDJy/tYqqKdoVS
mollusca	CPLI1	embeddings.h5	http://gofile.me/5wDJy/aULw9hjye
mollusca	CPLI1	file.csv	http://gofile.me/5wDJy/JwgtKGDMK
mollusca	CPLI1	topgo.txt	http://gofile.me/5wDJy/epEcB27DC
mollusca	PHOY1	embeddings.h5	http://gofile.me/5wDJy/T2IzalELD
mollusca	PHOY1	file.csv	http://gofile.me/5wDJy/RopfK2tiw
mollusca	PHOY1	topgo.txt	http://gofile.me/5wDJy/kIe1KDRbb
mollusca	OREE1	embeddings.h5	http://gofile.me/5wDJy/7onIZrpXw
mollusca	OREE1	file.csv	http://gofile.me/5wDJy/wsVrd5mYG
mollusca	OREE1	topgo.txt	http://gofile.me/5wDJy/HgZ3AfDIs
mollusca	CAPI1	embeddings.h5	http://gofile.me/5wDJy/m9qnP8Zho
mollusca	CAPI1	file.csv	http://gofile.me/5wDJy/hrvs27CoJ
mollusca	CAPI1	topgo.txt	http://gofile.me/5wDJy/H9FAgGm5W
mollusca	AMOD1	embeddings.h5	http://gofile.me/5wDJy/3FcIg8rEs
mollusca	AMOD1	file.csv	http://gofile.me/5wDJy/rQcEp4pio
mollusca	AMOD1	topgo.txt	http://gofile.me/5wDJy/9CCrSidmu
mollusca	MMUS1	embeddings.h5	http://gofile.me/5wDJy/NHeMjtqul
mollusca	MMUS1	file.csv	http://gofile.me/5wDJy/a1ynSUQF1
mollusca	MMUS1	topgo.txt	http://gofile.me/5wDJy/PrA1q15Vn
mollusca	HAEG1	file.csv	http://gofile.me/5wDJy/CCxFkaZKb
mollusca	HAEG1	embeddings.h5	http://gofile.me/5wDJy/bt7pADw3G
mollusca	HAEG1	topgo.txt	http://gofile.me/5wDJy/JQ691J5Rn
mollusca	ERUS1	embeddings.h5	http://gofile.me/5wDJy/PmK2arZf3
mollusca	ERUS1	file.csv	http://gofile.me/5wDJy/fzkKvURWV
mollusca	ERUS1	topgo.txt	http://gofile.me/5wDJy/bL14DCmGI
mollusca	ECHL1	embeddings.h5	http://gofile.me/5wDJy/sGXkOA1fJ
mollusca	ECHL1	file.csv	http://gofile.me/5wDJy/lNq7aygZa
mollusca	ECHL1	topgo.txt	http://gofile.me/5wDJy/YH3R7300p
mollusca	TLIN1	embeddings.h5	http://gofile.me/5wDJy/sRTTqgk56
mollusca	TLIN1	file.csv	http://gofile.me/5wDJy/B0Ds08Akt
mollusca	TLIN1	topgo.txt	http://gofile.me/5wDJy/4ylJKXgfS
mollusca	PMAC2	file.csv	http://gofile.me/5wDJy/ANNcNh5pR
mollusca	PMAC2	embeddings.h5	http://gofile.me/5wDJy/Rvm1ONl6r
mollusca	PMAC2	topgo.txt	http://gofile.me/5wDJy/yJWVtC4JA
mollusca	SPEC1	embeddings.h5	http://gofile.me/5wDJy/TR7APuCzU
mollusca	SPEC1	file.csv	http://gofile.me/5wDJy/LWuwPApLx
mollusca	SPEC1	topgo.txt	http://gofile.me/5wDJy/bf0QJw1F3
mollusca	THGR1	file.csv	http://gofile.me/5wDJy/ms7RRH7jE
mollusca	THGR1	embeddings.h5	http://gofile.me/5wDJy/74PMFgTTg
mollusca	THGR1	topgo.txt	http://gofile.me/5wDJy/i1djZmjIY
mollusca	ACGR1	embeddings.h5	http://gofile.me/5wDJy/EC110kX4E
mollusca	ACGR1	file.csv	http://gofile.me/5wDJy/cPlgcweVl
mollusca	ACGR1	topgo.txt	http://gofile.me/5wDJy/xB5ZB3f9j
mollusca	SSMA1	embeddings.h5	http://gofile.me/5wDJy/IlvVHWKDJ
mollusca	SSMA1	file.csv	http://gofile.me/5wDJy/UIgSW5Tg9
mollusca	SSMA1	topgo.txt	http://gofile.me/5wDJy/yLb0RfRhS
mollusca	MHON1	embeddings.h5	http://gofile.me/5wDJy/jNlh0cnBz
mollusca	MHON1	file.csv	http://gofile.me/5wDJy/olE5Rmcvn
mollusca	MHON1	topgo.txt	http://gofile.me/5wDJy/cws0n1L0O
mollusca	APLY1	file.csv	http://gofile.me/5wDJy/qrxWs6oYV
mollusca	APLY1	embeddings.h5	http://gofile.me/5wDJy/Yztz0tjWH
mollusca	APLY1	topgo.txt	http://gofile.me/5wDJy/wnIOQQUux
mollusca	CGIG2	embeddings.h5	http://gofile.me/5wDJy/whGJPixEd
