Phylum,Class,Order,Family,Species,Type,Wavelength,Band,Oil,Nocturnal Activity,Diurnal Activity,Source
Chordata,Amphibia,Urodela,Salamandridae,Lissotriton vulgaris,Cone,609,,,Y,Y,Korenyak and Govardovskii 2013
Chordata,Amphibia,Urodela,Salamandridae,Pleurodeles waltl,Cone,360,,,Y,Y,Korenyak and Govardovskii 2013
Chordata,Amphibia,Urodela,Salamandridae,Pleurodeles waltl,Cone,377,,,Y,Y,Korenyak and Govardovskii 2013
Chordata,Amphibia,Urodela,Salamandridae,Pleurodeles waltl,Cone,489,,,Y,Y,Korenyak and Govardovskii 2013
Chordata,Amphibia,Urodela,Salamandridae,Pleurodeles waltl,Rod,503,,,Y,Y,Korenyak & Govardovskii 2013
Chordata,Amphibia,Urodela,Salamandridae,Pleurodeles waltl,Rod,529,,,Y,Y,Korenyak & Govardovskii 2013
Chordata,Amphibia,Urodela,Salamandridae,Pleurodeles waltl,Cone,611,,,Y,Y,Korenyak and Govardovskii 2013
Chordata,Mammalia,Artiodactyla,Bovidae,Bos taurus,,455,,,N,Y,Jacobs et al. 1998
Chordata,Mammalia,Artiodactyla,Bovidae,Bos taurus,,554,,,N,Y,Jacobs et al. 1998
Chordata,Mammalia,Artiodactyla,Bovidae,Capra hircus,,444,,,N,Y,Jacobs et al. 1998
Chordata,Mammalia,Artiodactyla,Bovidae,Capra hircus,,552,,,N,Y,Jacobs et al. 1998
Chordata,Mammalia,Artiodactyla,Bovidae,Ovis aries,,446,,,N,Y,Jacobs et al. 1998
Chordata,Mammalia,Artiodactyla,Bovidae,Ovis aries,,552,,,N,Y,Jacobs et al. 1998
Chordata,Mammalia,Artiodactyla,Cervidae,Dama dama,Cone,453,,,Y,Y,Jacobs et al. 1994
Chordata,Mammalia,Artiodactyla,Cervidae,Dama dama,Rod,497,,,Y,Y,Jacobs et al. 1994
Chordata,Mammalia,Artiodactyla,Cervidae,Dama dama,Cone,542,,,Y,Y,Jacobs et al. 1994
Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus virginianus,Cone,457,,,Y,Y,Jacobs et al. 1994
Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus virginianus,Rod,497,,,Y,Y,
Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus virginianus,Cone,537,,,Y,Y,Jacobs et al. 1994
Chordata,Mammalia,Artiodactyla,Suidae,Sus scrofa,Cone,439,,,Y,Y,Neitz & Jacobs 1989
Chordata,Mammalia,Artiodactyla,Suidae,Sus scrofa,Cone,556,,,Y,Y,Neitz & Jacobs 1989
Chordata,Mammalia,Carnivora,Canidae,Canis lupus familiaris,Cone,431,,,Y,Y,Jacobs et al. 1993
Chordata,Mammalia,Carnivora,Canidae,Canis lupus familiaris,Rod,508,,,Y,Y,Jacobs et al. 1993
Chordata,Mammalia,Carnivora,Canidae,Canis lupus familiaris,Cone,555,,,Y,Y,Jacobs et al. 1993
Chordata,Mammalia,Carnivora,Canidae,Urocyon littoralis,Cone,432,,,Y,Y,Jacobs et al. 1993
Chordata,Mammalia,Carnivora,Canidae,Urocyon littoralis,Cone,555,,,Y,Y,Jacobs et al. 1993
Chordata,Mammalia,Carnivora,Canidae,Vulpes vulpes,Cone,438,,,Y,Y,Jacobs et al. 1993
Chordata,Mammalia,Carnivora,Canidae,Vulpes vulpes,Cone,555,,,Y,Y,Jacobs et al. 1993
Chordata,Mammalia,Carnivora,Canidae,Vulpes lagopus,Cone,555,,,Y,Y,Jacobs et al. 1993
Chordata,Mammalia,Carnivora,Felidae,Felis catus,Cone,450,,,Y,Y,Crocker et al. 1980; Jacobs & Neitz 1986
Chordata,Mammalia,Carnivora,Felidae,Felis catus,Cone,500,,,Y,Y,Ringo et al. 1977
Chordata,Mammalia,Carnivora,Felidae,Felis catus,Rod,502,,,Y,Y,
Chordata,Mammalia,Carnivora,Felidae,Felis catus,Cone,555,,,Y,Y,Crocker et al. 1980; Jacobs & Neitz 1986
Chordata,Mammalia,Carnivora,Mustelidae,Mustela putorius furo,Cone,430,SWS,,Y,Y,Calderone & Jacobs (2003)
Chordata,Mammalia,Carnivora,Mustelidae,Mustela putorius furo,Rod,505,Rod,,Y,Y,Calderone & Jacobs (2003)
Chordata,Mammalia,Carnivora,Mustelidae,Mustela putorius furo,Cone,558,LWS,,Y,Y,Calderone & Jacobs (2003)
Chordata,Mammalia,Carnivora,Procyonidae,Nasua nasua,,430,,,N,Y,Jacobs & Deegan 1992
Chordata,Mammalia,Carnivora,Procyonidae,Nasua nasua,,555,,,N,Y,Jacobs & Deegan 1992
Chordata,Mammalia,Carnivora,Procyonidae,Potos flavus,Cone,548,LWS,,Y,N,Jacobs & Deegan (1992)
Chordata,Mammalia,Carnivora,Procyonidae,Potos flavus,,555,,,Y,N,Jacobs & Deegan 1992
Chordata,Mammalia,Carnivora,Procyonidae,Procyon lotor,Rod,503,Rod,,Y,Y,Jacobs & Deegan (1992)
Chordata,Mammalia,Carnivora,Procyonidae,Procyon lotor,Cone,560,LWS,,Y,Y,Jacobs & Deegan (1992)
Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros speoris,Cone,430,SWS,,Y,N,Joshi & Chandrashekaran (1985)
Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros speoris,Rod,520,Rod,,Y,N,Joshi & Chandrashekaran (1985)
Chordata,Mammalia,Chiroptera,Phyllostomidae,Carollia perspicillata,Cone,365,SWS,,Y,N,Joshi & Chandrashekaran (1985)
Chordata,Mammalia,Chiroptera,Phyllostomidae,Carollia perspicillata,Rod,500,Rod,,Y,N,Müller et al. (2009
Chordata,Mammalia,Chiroptera,Phyllostomidae,Carollia perspicillata,Cone,540,LWS,,Y,N,Müller et al. (2009
Chordata,Mammalia,Chiroptera,Phyllostomidae,Glossophaga soricina,Cone,365,SWS,,Y,N,Müller et al. (2009
Chordata,Mammalia,Chiroptera,Phyllostomidae,Glossophaga soricina,Cone,540,LWS,,Y,N,Müller et al. (2009
Chordata,Mammalia,Chiroptera,Pteropodidae,Haplonycteris fischeri,Cone,358,SWS,,Y,N,Wang et al. (2004
Chordata,Mammalia,Chiroptera,Pteropodidae,Haplonycteris fischeri,Cone,553,LWS,,Y,N,Wang et al. (2004
Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus dasymallus,Cone,358,SWS,,Y,N,Wang et al. (2004
Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus dasymallus,Cone,553,LWS,,Y,N,Wang et al. (2004
Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus samoensis,Cone,360,,,Y,N,Melin et al. 2014
Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus samoensis,Cone,553,,,Y,N,Melin et al. 2014
Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis lucifugus,Rod,500,Rod,,Y,N,Feller et al. 2009
Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis velifer,Cone,358,SWS,,Y,N,Wang et al. (2004
Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis velifer,Rod,501,Rod,,Y,N,Wang et al. (2004
Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis velifer,Cone,565,LWS,,Y,N,Wang et al. (2004
Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus cuniculus,Cone,425,,,Y,N,Nuboer et al. 1983
Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus cuniculus,Cone,523,,,Y,N,Nuboer et al. 1983
Chordata,Mammalia,Marsupialia,Didelphidae,Didelphis aurita,Cone,362,SWS,,Y,N,Hunt et al. (2009b);
Chordata,Mammalia,Marsupialia,Didelphidae,Didelphis aurita,Cone,555,LWS,,Y,N,Hunt et al. (2009b);
Chordata,Mammalia,Marsupialia,Didelphidae,Didelphis virginiana,Rod,493,Rod,,Y,N,Jacobs & Williams (2010)
Chordata,Mammalia,Marsupialia,Didelphidae,Didelphis virginiana,Cone,561,LWS,,Y,N,Jacobs & Williams (2010)
Chordata,Mammalia,Marsupialia,Didelphidae,Monodelphis domestica,Cone,362,SWS,,Y,N,Hunt et al. (2009b);
Chordata,Mammalia,Marsupialia,Didelphidae,Monodelphis domestica,Cone,555,LWS,,Y,N,Hunt et al. (2009b);
Chordata,Mammalia,Marsupialia,Didelphidae,Thylamys elegans,Cone,365,,,Y,N,Palacios et al. (2010)
Chordata,Mammalia,Marsupialia,Didelphidae,Thylamys elegans,Rod,505,,,Y,N,Palacios et al. (2010)
Chordata,Mammalia,Marsupialia,Didelphidae,Thylamys elegans,Cone,565,,,Y,N,Palacios et al. (2010)
Chordata,Mammalia,Marsupialia,Macropodidae,Isodon obesulus,Rod,508,,,Y,N,Arrese et al. (2005);
Chordata,Mammalia,Marsupialia,Macropodidae,Isodon obesulus,Cone,509,,,Y,N,Arrese et al. (2005);
Chordata,Mammalia,Marsupialia,Macropodidae,Isodon obesulus,Cone,551,,,Y,N,Arrese et al. (2005);
Chordata,Mammalia,Marsupialia,Macropodidae,Setonix brachyurus,Cone,424,SWS,,Y,Y,Arrese et al. (2005);
Chordata,Mammalia,Marsupialia,Macropodidae,Setonix brachyurus,Cone,502,LWS,,Y,Y,Arrese et al. (2005);
Chordata,Mammalia,Marsupialia,Macropodidae,Setonix brachyurus,Cone,505,Rod,,Y,Y,Arrese et al. (2005);
Chordata,Mammalia,Marsupialia,Macropodidae,Setonix brachyurus,Cone,538,LWS,,Y,Y,Arrese et al. (2005);
Chordata,Mammalia,Perissodactyla,Equidae,Equus caballus,Cone,428,,,Y,Y,Carroll et al. 2001
Chordata,Mammalia,Perissodactyla,Equidae,Equus caballus,Cone,539,,,Y,Y,Carroll et al. 2001
Chordata,Mammalia,Primates,Aotidae,Aotus trivirgatus,Rod,500,Rod,,Y,N,"Tan & Li (1999), Tan et al. (2005),"
Chordata,Mammalia,Primates,Aotidae,Aotus trivirgatus,Cone,543,LWS,,Y,N,"Tan & Li (1999), Tan et al. (2005),"
Chordata,Mammalia,Primates,Cebidae,Callithrix jacchus jacchus,,423,,,N,Y,Travis et al. 1988; Tovée et al. 1992
Chordata,Mammalia,Primates,Cebidae,Callithrix jacchus jacchus,,548,,,N,Y,Travis et al. 1988; Tovée et al. 1992
Chordata,Mammalia,Primates,Cebidae,Callithrix jacchus jacchus,,564,,,N,Y,Travis et al. 1988; Tovée et al. 1992
Chordata,Mammalia,Primates,Cebidae,Cebus spp.,,426,Cone,,N,Y,Jacobs & Deegan 2003
Chordata,Mammalia,Primates,Cebidae,Cebus spp.,,537,Cone,,N,Y,Jacobs & Deegan 2003
Chordata,Mammalia,Primates,Cebidae,Cebus spp.,,563,Cone,,N,Y,Jacobs & Deegan 2003
Chordata,Mammalia,Primates,Cebidae,Leontopithecus rosalia rosalia,,430,Cone,,N,Y,Jacobs & Deegan 2003
Chordata,Mammalia,Primates,Cebidae,Leontopithecus rosalia rosalia,,548,Cone,,N,Y,Jacobs & Deegan 2003
Chordata,Mammalia,Primates,Cebidae,Leontopithecus rosalia rosalia,,561,Cone,,N,Y,Jacobs & Deegan 2003
Chordata,Mammalia,Primates,Cebidae,Sagiunus midas,,428,Cone,,N,Y,Jacobs & Deegan 2003
Chordata,Mammalia,Primates,Cebidae,Sagiunus midas,,550,Cone,,N,Y,Jacobs & Deegan 2003
Chordata,Mammalia,Primates,Cebidae,Saguinus fuscicollis,,440,Cone,,N,Y,Jacobs & Deegan 2003
Chordata,Mammalia,Primates,Cebidae,Saguinus fuscicollis,,540,Cone,,N,Y,Jacobs & Deegan 2003
Chordata,Mammalia,Primates,Cebidae,Saguinus fuscicollis,,590,Cone,,N,Y,Jacobs & Deegan 2003
Chordata,Mammalia,Primates,Cebidae,Saguinus oedipus,,428,Cone,,N,Y,Jacobs & Deegan 2003
Chordata,Mammalia,Primates,Cebidae,Saguinus oedipus,,546,Cone,,N,Y,Jacobs & Deegan 2003
Chordata,Mammalia,Primates,Cebidae,Saguinus oedipus,,555,Cone,,N,Y,Jacobs & Deegan 2003
Chordata,Mammalia,Primates,Cebidae,Saimiri sciureus,,434,,,N,Y,Jacobs & Neitz 1987
Chordata,Mammalia,Primates,Cebidae,Saimiri sciureus,,550,,,N,Y,Jacobs & Neitz 1987
Chordata,Mammalia,Primates,Cebidae,Saimiri sciureus,,558,,,N,Y,Jacobs & Neitz 1987
Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus cephus,,432,,,N,Y,Bowmaker et al. 1991
Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus cephus,,533,,,N,Y,Bowmaker et al. 1991
Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus cephus,,565,,,N,Y,Bowmaker et al. 1991
Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus diana,,432,,,N,Y,Bowmaker et al. 1991
Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus diana,,531,,,N,Y,Bowmaker et al. 1991
Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus diana,,566,,,N,Y,Bowmaker et al. 1991
Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus petaurista,,424,,,N,Y,Bowmaker et al. 1991
Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus petaurista,,534,,,N,Y,Bowmaker et al. 1991
Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus petaurista,,563,,,N,Y,Bowmaker et al. 1991
Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus aethiops,,434,,,N,Y,Bowmaker et al. 1991
Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus aethiops,,535,,,N,Y,Bowmaker et al. 1991
Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus aethiops,,566,,,N,Y,Bowmaker et al. 1991
Chordata,Mammalia,Primates,Cercopithecidae,Erythrocebus patas,,432,,,N,Y,Bowmaker et al. 1991
Chordata,Mammalia,Primates,Cercopithecidae,Erythrocebus patas,,533,,,N,Y,Bowmaker et al. 1991
Chordata,Mammalia,Primates,Cercopithecidae,Erythrocebus patas,,566,,,N,Y,Bowmaker et al. 1991
Chordata,Mammalia,Primates,Cercopithecidae,Macaca fascicularis,,430,,,N,Y,Baylor et al. 1984; 1987
Chordata,Mammalia,Primates,Cercopithecidae,Macaca fascicularis,,531,,,N,Y,Baylor et al. 1984; 1987
Chordata,Mammalia,Primates,Cercopithecidae,Macaca fascicularis,,561,,,N,Y,Baylor et al. 1984; 1987
Chordata,Mammalia,Primates,Cercopithecidae,Macaca mulatta,,434,,,N,Y,Bowmaker et al. 1991
Chordata,Mammalia,Primates,Cercopithecidae,Macaca mulatta,,536,,,N,Y,Bowmaker et al. 1991
Chordata,Mammalia,Primates,Cercopithecidae,Macaca mulatta,,562,,,N,Y,Bowmaker et al. 1991
Chordata,Mammalia,Primates,Cercopithecidae,Miopithecus talapoin,,429,,,N,Y,Bowmaker et al. 1991
Chordata,Mammalia,Primates,Cercopithecidae,Miopithecus talapoin,,533,,,N,Y,Bowmaker et al. 1991
Chordata,Mammalia,Primates,Cercopithecidae,Miopithecus talapoin,,564,,,N,Y,Bowmaker et al. 1991
Chordata,Mammalia,Primates,Cercopithecidae,Papio papio,,431,,,N,Y,Bowmaker et al. 1991
Chordata,Mammalia,Primates,Cercopithecidae,Papio papio,,536,,,N,Y,Bowmaker et al. 1991
Chordata,Mammalia,Primates,Cercopithecidae,Papio papio,,564,,,N,Y,Bowmaker et al. 1991
Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus major,Cone,409,SWS,,Y,N,Tan & Li (1999
Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus major,Cone,543,LWS,,Y,N,Tan & Li (1999
Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus medius,Cone,543,LWS,,Y,N,Tan & Li (1999
Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus murinus,Cone,409,SWS,,Y,N,Tan & Li (1999
Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus murinus,Cone,558,LWS,,Y,N,Tan & Li (1999
Chordata,Mammalia,Primates,Cheirogaleidae,Mirza coquereli,Cone,409,SWS,,Y,N,"Tan & Li (1999, Carvalho et al. (2011"
Chordata,Mammalia,Primates,Cheirogaleidae,Mirza coquereli,Cone,558,LWS,,Y,N,"Tan & Li (1999, Carvalho et al. (2011"
Chordata,Mammalia,Primates,Daubentoniidae,Daubentonia madagascariensis,Cone,406,SWS,,Y,N,"Tan & Li (1999, Carvalho et al. (2011, Hunt et al. (2009a"
Chordata,Mammalia,Primates,Daubentoniidae,Daubentonia madagascariensis,Cone,543,LWS,,Y,N,"Tan & Li (1999, Carvalho et al. (2011, Hunt et al. (2009a"
Chordata,Mammalia,Primates,Galagidae,Galago senegalensis,Cone,545,LWS,,Y,N,"Tan & Li (1999, Zhou et al. (1997"
Chordata,Mammalia,Primates,Galagidae,Otolemur crassicaudatus,Rod,507,Rod,,Y,N,"Tan & Li (1999, Deegan & Jacobs (1996"
Chordata,Mammalia,Primates,Galagidae,Otolemur crassicaudatus,Cone,543,LWS,,Y,N,"Tan & Li (1999, Deegan & Jacobs (1996"
Chordata,Mammalia,Primates,Galagidae,Otolemur garnettii,Cone,545,LWS,,Y,N,"Tan & Li (1999, Zhou et al. (1997"
Chordata,Mammalia,Primates,Hominidae,Homo sapiens,Cone,419,,,Y,Y,Dartnall et al. 1983
Chordata,Mammalia,Primates,Hominidae,Homo sapiens,Rod,496,,,Y,Y,Dartnall et al. 1983
Chordata,Mammalia,Primates,Hominidae,Homo sapiens,Cone,531,,,Y,Y,Dartnall et al. 1983
Chordata,Mammalia,Primates,Hominidae,Homo sapiens,Cone,558,,,Y,Y,Dartnall et al. 1983
Chordata,Mammalia,Primates,Indriidae,Avahi laniger,Cone,558,,,Y,N," Veilleux (unpublished),Tan et al. (2005)"
Chordata,Mammalia,Primates,Lemuridae,Eulemur fulvus fulvus,,437,,,Y,Y,Jacobs & Deegan 1993
Chordata,Mammalia,Primates,Lemuridae,Eulemur fulvus fulvus,,545,,,Y,Y,Jacobs & Deegan 1993
Chordata,Mammalia,Primates,Lemuridae,Lemur catta,,437,,,Y,Y,Jacobs & Deegan 1993
Chordata,Mammalia,Primates,Lemuridae,Lemur catta,,545,,,Y,Y,Jacobs & Deegan 1993
Chordata,Mammalia,Primates,Lepilemuridae,Lepilemur ruficaudatus,Cone,416,SWS,,Y,N,"Tan & Li (1999), Tan et al. (2005), 2"
Chordata,Mammalia,Primates,Lepilemuridae,Lepilemur ruficaudatus,Cone,543,LWS,,Y,N,"Tan & Li (1999), Tan et al. (2005), 2"
Chordata,Mammalia,Primates,Lorisidae,Loris tardigradus,Cone,543,LWS,,Y,N,"Tan & Li (1999, Kawamura & Kubotera (2004"
Chordata,Mammalia,Primates,Pitheciidae,Pithecia pithecia,Cone,428,,,N,Y,Jacobs & Deegan 2003
Chordata,Mammalia,Primates,Pitheciidae,Pithecia pithecia,Cone,537,,,N,Y,Jacobs & Deegan 2003
Chordata,Mammalia,Primates,Pitheciidae,Pithecia pithecia,Cone,563,,,N,Y,Jacobs & Deegan 2003
Chordata,Mammalia,Primates,Tarsiidae,Carlito syrichta,Cone,558,,,Y,N,"Tan & Li (1999), Tan et al. (2005), (need to find SWS)"
Chordata,Mammalia,Primates,Tarsiidae,Cephalopachus bancanus,Cone,543,,,Y,N,"Tan & Li (1999), Tan et al. (2005), Kawamura & Kubotera (2004); (need to find SWS)"
Chordata,Mammalia,Proboscidea,Elephantidae,Elephas maximus,Cone,419,,,Y,Y,Yokoyama et al. 2005
Chordata,Mammalia,Proboscidea,Elephantidae,Elephas maximus,Cone,552,,,Y,Y,Yokoyama et al. 2005
Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta africana,Cone,419,,,Y,Y,Yokoyama et al. 2005
Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta africana,Cone,552,,,Y,Y,Yokoyama et al. 2005
Chordata,Mammalia,Rodentia,Caviidae,Cavia porcellus,Cone,400,SWS,,Y,Y,Parry & Bowmaker 2002
Chordata,Mammalia,Rodentia,Caviidae,Cavia porcellus,Cone,530,,,Y,Y,Parry & Bowmaker 2002
Chordata,Mammalia,Rodentia,Cricetidae,Mesocricetus auratus,Cone,508,,,Y,Y,Calderone & Jacobs 1999; Williams & Jacobs 2008
Chordata,Mammalia,Rodentia,Cricetidae,Mesocricetus brandti,Cone,506,,,Y,Y,Williams & Jacobs 2008
Chordata,Mammalia,Rodentia,Cricetidae,Phodopus sungorus,Cone,360,SWS,,Y,N,Calderone & Jacobs (1999
Chordata,Mammalia,Rodentia,Cricetidae,Phodopus sungorus,Rod,499,Rod,,Y,N,Calderone & Jacobs (1999
Chordata,Mammalia,Rodentia,Cricetidae,Phodopus sungorus,Cone,500,SWS,,Y,N,Calderone & Jacobs (1999
Chordata,Mammalia,Rodentia,Geomyidae,Geomys bursarius,Cone,360,,,,,https://iovs.arvojournals.org/article.aspx?articleid=2415966
Chordata,Mammalia,Rodentia,Geomyidae,Geomys bursarius,Rod,497,,,,,https://iovs.arvojournals.org/article.aspx?articleid=2415966
Chordata,Mammalia,Rodentia,Geomyidae,Geomys bursarius,Cone,505,,,,,https://iovs.arvojournals.org/article.aspx?articleid=2415966
Chordata,Mammalia,Rodentia,Geomyidae,Thomomys bottae,Cone,367,,,Y,Y,Williams et al. 2005
Chordata,Mammalia,Rodentia,Geomyidae,Thomomys bottae,Cone,505,,,Y,Y,Williams et al. 2005
Chordata,Mammalia,Rodentia,Muridae,Meriones unguiculatus,Cone,360,,,Y,Y,Jacobs et al. 1993; Jacobs & Deegan 1994
Chordata,Mammalia,Rodentia,Muridae,Meriones unguiculatus,Cone,493,,,Y,Y,Jacobs et al. 1993; Jacobs & Deegan 1994
Chordata,Mammalia,Rodentia,Muridae,Mus musculus,Cone,359,SWS,,Y,N,Jacobs et al. 1991
Chordata,Mammalia,Rodentia,Muridae,Mus musculus,Rod,498,Rod,,Y,N,Jacobs (1993
Chordata,Mammalia,Rodentia,Muridae,Mus musculus,Cone,512,LWS,,Y,N,Jacobs et al. 1991
Chordata,Mammalia,Rodentia,Muridae,Rattus rattus,Cone,359,SWS,,Y,Y,Jacobs et al. 1991
Chordata,Mammalia,Rodentia,Muridae,Rattus rattus,Rod,498,Rod,,Y,Y,Jacobs (1993
Chordata,Mammalia,Rodentia,Muridae,Rattus rattus,Cone,522,LWS,,Y,Y,Jacobs et al. 1991
Chordata,Mammalia,Rodentia,Octodontidae,Octodon degus,Cone,360,SWS,,,,Chavez et al. 2003
Chordata,Mammalia,Rodentia,Octodontidae,Octodon degus,Cone,500,,,,,Chavez et al. 2003
Chordata,Mammalia,Rodentia,Octodontidae,Octodon degus,Rod,506,,,,,Chavez et al. 2003 https://iovs.arvojournals.org/article.aspx?articleid=2163096
Chordata,Mammalia,Rodentia,Octodontidae,Spalacopus cyanus,Cone,365,SWS,,,,Peichl et al. 2005
Chordata,Mammalia,Rodentia,Octodontidae,Spalacopus cyanus,Rod,500,Rod,,,,Peichl et al. 2005
Chordata,Mammalia,Rodentia,Octodontidae,Spalacopus cyanus,Cone,505,MWS,,,,Peichl et al. 2005
Chordata,Mammalia,Rodentia,Sciuridae,Glaucomys sabrinus,Cone,512,LWS,,Y,N,"Jacobs (1993, Carvalho et al. (2006"
Chordata,Mammalia,Rodentia,Sciuridae,Sciurus carolinensis,Cone,444,,,N,Y,Blakeslee et al. 1988
Chordata,Mammalia,Rodentia,Sciuridae,Sciurus carolinensis,Cone,543,,,N,Y,Blakeslee et al. 1988
Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus beecheyi,Cone,437,,,N,Y,Jacobs et al. 1985
Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus beecheyi,Cone,519,,,N,Y,Jacobs et al. 1985
Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus lateralis,Cone,435,,,N,Y,Kraft 1988
Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus lateralis,Cone,520,,,N,Y,Kraft 1988
Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus tridecemlineatus,Cone,437,,,N,Y,Jacobs et al. 1985
Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus tridecemlineatus,Cone,517,,,N,Y,Jacobs et al. 1985
Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia glis,Cone,445,,,Y,Y,Bowmaker et al. 1991
Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia glis,Cone,555,,,Y,Y,Bowmaker et al. 1991
Chordata,Aves,Accipitriformes,Accipitridae,Buteo jamaicensis,Rod,501,Rod,,N,Y,Sillman et al. 1981
Chordata,Aves,Accipitriformes,Accipitridae,Buteo buteo,Cone,405,Cone,,N,Y,"(Lind, Mitkus, Olsson, & Kelber, 2013; Ödeen & Håstad, 2003)"
Chordata,Aves,Accipitriformes,Accipitridae,Buteo buteo,Cone,449,Cone,,N,Y,"(Lind, Mitkus, Olsson, & Kelber, 2013; Ödeen & Håstad, 2003)"
Chordata,Aves,Accipitriformes,Accipitridae,Buteo buteo,Cone,504,Cone,,N,Y,"(Lind, Mitkus, Olsson, & Kelber, 2013; Ödeen & Håstad, 2003)"
Chordata,Aves,Accipitriformes,Accipitridae,Buteo buteo,Cone,567,Cone,,N,Y,"(Lind, Mitkus, Olsson, & Kelber, 2013; Ödeen & Håstad, 2003)"
Chordata,Aves,Accipitriformes,Accipitridae,Accipiter nisus,Cone,405,Cone,,,,
Chordata,Aves,Accipitriformes,Accipitridae,Accipiter nisus,Cone,449,Cone,,,,
Chordata,Aves,Accipitriformes,Accipitridae,Accipiter nisus,Cone,504,Cone,,,,
Chordata,Aves,Accipitriformes,Accipitridae,Accipiter nisus,Cone,567,Cone,,,,
Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos,Cone,415,UVS,,Y,Y,Hart 2001; Jane & Bowmaker 1988; Hart & Vorobyev 2005
Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos,Cone,452,SWS,445,Y,Y,Hart 2001; Jane & Bowmaker 1988; Hart & Vorobyev 2005
Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos,Rod,505,Rod,,Y,Y,Hart 2001; Jane & Bowmaker 1988; Hart & Vorobyev 2005
Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos,Cone,506,MWS,506,Y,Y,Hart 2001; Jane & Bowmaker 1988; Hart & Vorobyev 2005
Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos,Cone,567,LWS,561,Y,Y,Hart 2001; Jane & Bowmaker 1988; Hart & Vorobyev 2005
Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos domesiticus,Cone,415,UVS,,Y,Y,Hart 2001; Jane & Bowmaker 1988; Hart & Vorobyev 2005
Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos domesiticus,Cone,426,UVS,,Y,Y,Hart 2001; Jane & Bowmaker 1988; Hart & Vorobyev 2005
Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos domesiticus,Cone,449,SWS,,Y,Y,Hart 2001; Jane & Bowmaker 1988; Hart & Vorobyev 2005
Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos domesiticus,Cone,456,SWS,,Y,Y,Hart 2001; Jane & Bowmaker 1988; Hart & Vorobyev 2005
Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos domesiticus,Cone,501,MWS,,Y,Y,Hart 2001; Jane & Bowmaker 1988; Hart & Vorobyev 2005
Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos domesiticus,Cone,501,MWS,,Y,Y,Hart 2001; Jane & Bowmaker 1988; Hart & Vorobyev 2005
Chordata,Aves,Anseriformes,Anatidae,Anas platyrhynchos domesiticus,Rod,504,Rod,,Y,Y,Hart 2001; Jane & Bowmaker 1988; Hart & Vorobyev 2005
